mot,lemme
laissay,
commander,
tendrement,tendrement
gite,
assailloient,
arbalestres,
devisoient,deviser
eax,
efforcié,
asieger,
attrapoit,
vergonde,
fuy,
coururent,
forage,
Vagenetie,
asseurée,
retournoit,
recuillirent,recueillir
dommageroient,
assoulagiés,
consolés,
Salagora,
arrangies,
retraite,retraire
retrasirent,
tirerent,
ancres,
retraisirent,
rettraite,
logierrent,
fronteoient,
merveillerent,merveiller
scourre,
deshonneur,
chaitivement,
Zeromera,
refressement,
nesun,
annuy,
voilles,
Prevesse,
semonsse,
Chier,cher
demourons,
vendray,
accompaignié,
espeux,
presbtre,
meneurs,
grejoise,
nourri,
Galathas,
bonnement,bonnement
convenablement,
sceü,
besoins,
services,service
esmeüx,
amendée,
peü,
agreoit,
conjoings,
gendre,
corsage,
visage,visage
rechupt,
haultement,
favour,
despine,
Quira,
Thamari,
apparanter,
Tharante,
Blecola,
Gello-Castro,
Donnat,
Vegenecie,
nepveux,
Guilebert,
Lindequerc,
despendeur,
souffire,suffire
beubans,
desplaisir,
habiter,habiter
parçon,
Foty,
Jacque,
Chasy,
partissoit,
heant,
annuya,
complaignant,
Lindequerque,
complaingnoient,
parchon,parçon
consummoit,
exilloit,
Franc,Franc
complainte,
Foyty,
reclamés,
jurée,
chep,
enqueste,
perpres,
paieroit,
goule,
Foti,
afemmés,
dens,dent1
plandy,
veuillant,
chastiement,
pourpansa,
vengeroit,
revengeroit,
entreviennent,
chetif,chétif
Cherpeigny,
Votisce,
Figuier,
illeucques,
appareillierent,
menjoit,manger
gaitier,
chaçoient,
perçut,percevoir
allaissent,
retraisist,
chevaucerent,
Vautisce,
veit,voir1
belement,bellement
chasse,
chaceour,
movoit,
blance,blanc
embrunchier,
coups,
oierent,
ha,
tués,
heoit,
getta,
ayés,
pardonnés,
congnissoie,
traictres,
tropt,
offendu,
paleffroy,
esbahis,ébahir
aveugler,
mescongnissance,
doutoient,douter
encontrassent,
encontroient,
sceussent,
sitost,
miracle,miracle
mortele,
morust,
palifier,
meiges,
meterons,
faichiés,
segur,
demourra,
mettons,
Vostice,
lettrés,
Corpus,
Domini,dominus
repentance,repentance
occys,
rompissent,
commenchassent,
souffroit,
blamés,
été,
Ga,
touchié,toucher
commenchons,
commenchemens,
porrions,pouvoir2
reduit,
offension,
oscaision,
Gau,
commençoient,
gastée,
essillie,
prolongier,
tamps,
gaitié,
omicide,
infourmés,
Flo,
emprisona,
marturia,
geule,gueule
tenroit,tenir
apaiés,
meue,
teint,
conferma,
Janisse,
Lianort,
Fanari,
hautesse,
creniaux,
eschiele,eschelle2
haucié,
esciele,
hautece,
ventoit,
apenserent,
sentu,
lieue,lever
appoierent,
montés,
gaites,guette
fons,fond
serganterie,
lierent,liier3
haubercs,
ajourné,
bourg,
remur,
Druges,
Janice,
remour,
Oriol,
Esclavon,
larrechin,
evesquié,évêché
joyau,
monoye,
estoicnt,
obeïssant,
appartement,
Anoée,
langage,
targer,targer1
arreerent,
Andrenople,
Andronico,
palefrois,palefroi
huissier,
embesoingniés,
alaissent,
attendissent,
cognissant,
enscient,
sigre,
atraitier,
instrumens,
rappeller,
Surye,
lesquel,
entrebaiserent,
amenés,amener
meillours,
senefier,
noul,
veul,
entent,entendre
nouvelle,
acquittassent,
quittement,quittement
reaume,
veult,vouloir
affet,
mesires,messire
acointtance,
entrerés,
parlerés,parler
avise,aviser
entreray,
entresaluerons,
demanderay,
cestui-ci,
respondés,
oubli,oubli1
rebouterent,
embesogniés,
rebouter,
furnir,fournir
notefier,
leisserent,
entreront,
entreroient,
parleroient,
appenserent,
traitement,
allerent,
rechurent,recevoir
guyerent,
arresté,
touteffois,
fausser,
celli,
avisé,aviser
tardés,
jurastes,
vergongniés,
Chauderons,
Joffroys,
vuyderent,
Sgoromaly,
marechiaux,
prothoalogatora,
creantoit,
tendroient,
secret,
aviseroit,
sceür,
faute,faute
plevirent,plevir
Seignors,seigneur
natural,naturel
latins,latin
feussiés,
aviser,aviser
appercheuve,
certefie,
Sguromaly,
paisse,
empesche,
relevée,
despeschier,
commandera,
druguement,
cheez,chëoir
priés,
suy,
official,
expressement,
raurés,
beés,
engingnés,
deceüx,
Sguromailli,
favorables,
 .iij _M_,
Sguromailly,
fermes,ferme2
trovaissent,
recorderent,recorder1
chanselier,
voudront,
contrées,
protealogatora,
meisrne,
Hée,
herberges,héberge
lsle,
Flor,
conterrent,
hastast,
oiseux,
soudiers,
Plagi,
Calamy,
Lutra,
Vulge,
 .v _C_.,
meillorz,
soudoiers,
oyir,
leue,
Doux,
emblastes,
glotonye,
envoy,
receve,
commant,comment2
vuidiés,
desrouper,
chival,
clez,clef
recommandé,
Maingne,
illecques,illuec
florins,
palefroy,
recommandast,
osoit,oser
mesdisans,
acussassent,
blasmassent,
arrester,arrêter
paillier,
certefier,
emblés,
perfettement,
lancha,
sougre,
Annoée,
donnerés,
donrés,
subgiés,
proyere,
besoingnoit,
furnis,
appartenoient,
arrea,
souloit,souloir
adversité,
entreavint,
Jayme,
apaisier,
Fedrelic,
Rogiers,
Lurye,
reinnomée,
Fredelic,
Frendelic,
voudroye,
yroye,
comandement,commandement
tarrides,
arreé,
Mesine,
Clarance,
ille,elle1
Squio,
mastic,
Scio,
ylle,
ylles,
retour,
ancoys,
marcheant,marchëant
trairent,
commenchier,
asseuré,
Rogier,Roger
mies,
emporterent,emporter
esclaves,
messires,
dessoutte,
liquielz,
asseura,
descendissent,
pooyent,
dessendirent,
trayrent,
raffresscir,
estendues,
raffressir,
choisirent,
chevaleureusement,
adrecha,
voulerrent,
hurta,hurter
feleneusement,
dars,
pionnailly,
felonneusement,
deffroissiés,
avironné,
escriant,écrier
tuaissent,
deffendoit,
douçour,douceur
leissiés,
loyalx,
encombrier,
asseuroit,
desarmerent,desarmer
mantiaux,
escharlate,
quielx,
afublerent,afubler
pouppe,
 .iiij _XX_iiij.,
chevalereusement,
secorus,
maronniers,
departis,
varlés,
honneroit,
combatist,
confit,
saroye,
acoinctance,
congnoissent,
appellent,
ressamblés,
veÿsse,
repute,
assemblay,
mariés,
donnasse,
donroye,
voudroie,
baudour,
quiconques,quiconque
seusse,savoir1
lesquielz,
prenderoye,
enmenroye,
mouillier,
cortoisie,
deservent,
poestée,
vaillance,
loyaux,
frances,
deservy,
arbitrie,
eur,heur
vaincus,
conduyse,
ottroye,
tauxer,
couvine,
despendierres,
Bartholomé,
monnoée,
Desquelx,
donneray,
ramenbrance,remembrance
traÿ,
enclin,enclin1
 .iiij _M_.,
beer,
ordennées,
raffrecier,
amiral,
requerir,
parleroit,parler
encontra,encontre2
adrechassent,
seignorablement,
getées,
salus,salut
honneurs,
certainement,
reffrechement,
descendismes,
raffrechier,
deffendimes,
eumes,avoir1
prenimes,
portons,
nostres,notre
rompirent,
colpe,coupe
mandastes,
fraude,
tournassent,
saluaissent,
deïssent,
Calopotamy,
Touteffois,
descendy,
assirent,
umbre,ombre1
tourcois,
estendus,
excuser,
vosissent,vouloir
rober,rober
deffendu,défendre1
elongeassent,
confiant,
confermée,
combatant,combattre
raenchonner,
ordonné,
bourjois,
prestaissent,
paiement,paiement
 .viij _M_.,
recommande,
secoru,
despartisse,
léement,
raffrescement,
recoilli,
chambellan,
Messine,
Lorie,
Lorye,
prit,prendre
Rogyer,
Cherpegny,
chy,
entreavenist,
aversité,
contré,
Varvaine,
preaerie,
Livadi,
foires,
claime,
Panejours,
juyn,
auxquelz,
praerie,präerie
foyre,
Remy,
Ninice,
marciés,
Arracove,
sournom,
appellés,
Corcondille,
Girars,
corouça,
tronchon,
Corcondilo,
reputa,
genre,
Anino,
celariers,
felonnie,félonie
revangoit,
atraper,
Gyrart,
achiver,
seugre,
pourchasié,
Anyno,
Mavropapa,
acointtié,
seussent,
Lions,
corouchast,
randeroit,
traÿtour,
trayné,
traïtour,
Corcodille,
Anynox,
 i ,
Quelmo,
chassoit,
deduisoit,
attandant,
ray,
escielle,
lierrent,
fanos,
seignal,
donés,donner
portée,
petis,petit
rivel,
Beauveoir,
chastegnier,
ponant,
Spurte,
rabour,
Malomigny,
trebuc,
abatoit,
creneaux,
deffendoient,
cognissoient,
Condiny,
clost,clore
acordée,
labour,labeur
lanciers,
Spany,
Gisterne,
yevers,
entroit,entrer
maugré,
rechange,
Ainxi,
durée,
acouça,
vicaires,
I',
Benjamyn,
prothoficiers,
Lienard,
prothoficerie,
Vasylopule,
offices,
Anglibert,
nies,neveu
ponent,
Chastelnuef,
treuage,
Chastiaxnuef,
fermés,fermer
paioient,
yverna,
Beaveoir,
comenchié,
damoiselle,damoiselle
pourparlé,
seust,savoir1
serouges,
anchiens,
prisié,prisier
privés,
consentans,
conseillant,
herbergie,
liément,
joynes,
saroyent,
viellart,
Mehaute,
Mahaulte,
souegresse,
Yssabeau,
commenciez,
secrés,
prievés,
redouté,
vertus,
reffuser,
Alexandrie,
Ancona,
affliccions,
pelerinages,
carel,
arbalestre,
daufin,
Viane,
Mortel,
Pinerol,
Thurin,
Piémont,
destinées,
conjoint,
Monbel,
Humbers,
Miribel,
.lxx.,
pyé,
Ancone,
sceüe,
nouvel,nouveau
Liquelz,
reinommée,
recouvreroient,
acoustumés,
reverend,
entrent,
ligiée,
Savoie,
approprié,
thyrant,
richesses,
picars,
Vincent,
Marays,
principal,principal
entremetoit,
Ysabbeau,
justement,
prothoficiaire,
charga,
enrichis,
années,
redoubté,
privée,
Humbert,
Myribel,
orgueleusement,
yreusement,
pleigoit,
aÿra,
coroye,
anciseur,
deffendons,
amenrier,
couteau,
soys,
desveés,
vueille,vouloir
deffench,
monstre,
romperons,
mesproison,
conseillent,
raisonnable,
maintenés,
officier,
endoucyt,
pleigerye,
 .xx _M_.,
pleigerent,
Peragora,
liguel,
rendoient,
value,
 .vj _M_.,
accordés,
exercer,
chancelerie,
atisa,
emprunt,
escheances,
escheoir,
traitier,traiter
assenast,
Saete,
Rionde,
Aelison,
escheïrent,
deduys,
sejournerent,
festoié,
Nicriforo,
esclarchir,
entrevindrent,entrevenir
nyés,
Angels,
cuigna,
parfaite,parfait
age,âge
laissassent,
souffisans,
Angele,
convoitoient,
eschiever,
Vorgaires,
acroissement,
allassent,
attandissent,
messaige,message1
Veronne,
Giton,
antrée,
gouverneour,
maintenissent,
antrées,
anbedeux,
servis,service
Anthoine,
Flamenc,Flamenc
covenoient,
Vucomity,
Anthonyo,
neccessaires,
Fenary,
Janyne,
Fanary,
amenriance,
estimer,
 .iiij _XX_.,
.xiij.,treize
adoubés,
tramontains,
essourdir,
maraissaux,
emportoit,
Ainsi,ainsi
Vetrenice,
noviaux,
Joffroy,
Botiere,
Ais,Aix
baston,bâton
suegres,
certaneté,
harnas,
Vetrenyce,
Gravie,
attendu,
Elade,
Siderocastro,
avala,avaler
avalée,
Lutro,
avaine,avoine
belles,
fournyson,
repaisseroit,
aaisier,
Domaco,
dessous,
sommage,
muls,mul
baniers,
ployés,
cogneüx,
chevauçoit,
chevauçoient,
arréement,
duroit,durer1
Liquelx,
Franchois,Français
pongny,
baisa,baiser2
approchierent,
mengié,
esveillerent,
commança,
semblc,
 .ix _C_.,
Burguerie,
.xviij.,dix-huit
guioyent,
ygnorance,
entreprit,
chapitainerye,
bourguegnon,
Estiene,
Corbeille,
vicemareschaux,
sieuir,
Thalassino,
deveroyent,
sieuissent,
Tricalle,
Estagus,
Serquices,
ozeroit,
entroient,
exilleroient,
conseillie,
Serquiches,
despance,
proferte,
loerrent,
castel,château
prochaine,
coureur,
exillant,
toudis,
empereÿs,
Consta,
baptisié,
bastars,
patriarche,patriarche
grecque,
devenue,devenir
commere,
converser,converser
charnelement,
lombars,
archondes,
atous,
doms,
empereïs,
rennommée,
gentillesse,
bachelerie,
conjoÿr,
cortoises,courtois
empereÿrs,
honnorable,
guerroiaissent,
abandonnoient,
retournoient,
excusés,
ordinant,
Elayne,
Crievecuer,
aidie,
advoyers,
doutoit,douter
estudier,
colte,
veuillance,
voulentieux,
maudisant,
gcntilz,
Lignycina,
Micronades,
Jehanny,
chiefs,chef
souffreroyent,
destruit,détruire
reveller,
attendirent,
goulphe,
Zilliamary,
Nique,
profitable,profitable
Xerrecarintaine,
aisie,
sgure,
desloyal,
domagier,damagier
guier,
Exencaraintaine,
Eleyne,
approcerent,
cry,
murez,mourir
Andrichina,
murée,
tours,
chaux,
araine,
Gracien,
Boucere,
descombrer,
quarriaux,
arbalestés,
recevoit,
rettraitte,
Cordiny,
asseigier,
trabuc,
antrés,
essillant,
Cucoruno,
remanda,
seneffiant,
herement,
perdist,
perdus,
maudire,
chapitaineries,
soutill,
engignoux,
doutant,
gais,
desropant,
valées,
panserent,
Corcoreno,
donnoient,donner
adoubé,
adjourna,
vuydes,
tropiau,
desploiée,
Maures,
cheües,chëoir
Caf,
Celle,
ronchins,
vainqueroit,
Monpas,
pyonaille,
lanchiers,
choisir,
esbaudy,
revigoré,
cognurent,
clamoient,clamer
logerent,
oseroient,oser
gracier,
vrayement,
peneroient,
asseüré,assëurer
aseürance,
Georges,
Mycronas,
Macriane,
Zillianitades,
Papa,
Nicolopulli,
emparanté,
deignoient,
terrins,
quaut,
fandur,
revestu,
charnele,
moble,mobile
Flun,
saison,
suegre,
rebouta,
hardis,hardi
comtesse,
sentir,sentir
estrif,estrif
simonie,
flachoit,
endouchist,
empirast,
Marais,
aligua,
conquereur,
bers,baron
compagnie,
allegacion,
proposé,
contrast,
acompaignerent,
mesprins,
desprisoit,
abateroit,
endoucir,
apaisir,
mesprint,
aurions,
esmouvoir,
conseillierions,
empereurs,
isles,
tiennent,tenir
Regnaux,
amiables,amiable
lairoyent,
requerons,
reffraindre,
esmovés,
metteriés,
resgner,
entendy,
mesdisant,
largement,largement
Mathagriphon,
Charpeigny,
Nuefchastel,
commandeur,
entremissent,
manre,
frainderoit,
nulles,
eüx,
royaux,
rente,rente
truhandant,
royaumes,
provenchal,
Remondas,
guerreur,
Mauterrier,
Raimondas,
Bondice,
Coprena,
Coprinay,
estimerent,
 .xj _XX_.,
Cocomatiano,
despoté,
Caprena,
prochaines,
Salogora,
navire,navire
Rogo,
montaignette,
avironnée,
flun,
dessoubz,
desset,
enclot,
adjouxtent,
espez,
voyes,
logie,
chaine,
 .jjj _C_.,
assegure,
buissons,
endormirent,
nonne,nonne
estudioient,
sieuoient,
folement,follement
couvyne,
ociroient,
noyerent,
Blaquerne,
parfons,
villaiges,
demourers,
retraisissent,
Quello,
Macrioros,
Boidice,
ariere,arrière
passassent,passer1
deffendirent,
chargerent,
chargoient,
Lessyaire,
Guillerma,
Acchaÿs,
jones,jeune1
jalouse,jalos
rioter,
souffrire,
mirancollie,
douces,doux
juroit,
cognoissoit,
cessast,cesser
am,ambe
chasoit,
chevestre,
rompoit,
ralier,rallier
Elle,elle1
riotoit,
mirancolie,
rempransion,
jalousie,
celéement,
sceust,
Ysabeaux,
enant,
secretement,
aperchut,apercevoir
Roviate,
fusicien,
deduisant,
meissaiges,
effraée,
doubtoient,
cens,cens
abbeÿe,
Starne,
abbés,abbé
remande,remander
pourrons,
soubbit,
Nizie,
Bondonnize,
pourfitables,
Polifant,
marescalesse,
abandonnée,
Palessien,
aperceü,
delivrée,
monstrera,
encoulpée,
porterés,
jugeront,
congneü,
descoupée,
cherra,
amblée,
blasmat,
toutesfois,
courciés,
connestablesse,
chevalerye,
raemplis,
tesches,
appelloient,
jouster,
chendal,
coquilles,
semées,
liches,
commenchies,
joustoient,
jousta,
joutast,
jousteors,
jousteroit,
cotieroit,
farder,
touailles,
pelates,
deüt,
cotir,
reputée,
simplement,
joustoit,
acompaigniez,
espargnier,espargnier
orguelleusement,orgueilleusement
luiterent,
espaulles,
archons,
diseur,
esquine,
cheant,
chilz,
doubtoit,
vesprée,
Bouchars,Bouchart
afaitie,
Navela,
jousterent,
recordence,
.ciiij.,
resureccion,
tressaint,
sepulcre,sépulcre
.cc iiij.,
Baulduyns,
conquete,
.cc lx.,
.xiiij.,quatorze
.cclxxvij.,
.cciiij  _XX_vj.,
mesire,messire
Andronigo,
.jj  _C_iiij_XX_xiiij.,
empeschiez,
.ij  _C_iiijXXxvij.,
.iij  _C_.,
espoux,
.iij  _C_ij.,
octobre,
Phelippes,
jung,
Crivecuer,
.iij  _C_iij.,
.ij_e_.,
.iij  _C_iiij.,
Pyémont,
Lombardye,
.iiij_e_.,
.iij  _C_vj.,
septieme,
.iij  _C_vij.,
.viij_e_.,
Breyne,
Castelens,
Aramiro,
.iij  _C_x.,
.ix_e_.,
Katerine,Catherine
.iij  _C_xij.,
.xij_e_.,
Borgogne,Burgonde
Mehault,
.xxx_e_.,
marescheau,
.iij  _C_xiij.,
.xiij_e_.,
dan,Damnedeu
Ferans,
Maillorgue,
chasteaux,
.iij  _C_xiiij.,
.xiiij_e_.,
Borgoigne,Bourgogne
da,
Ferrant,
Manoillade,
coupé,
.jj_e_.,
.iij  _C_xvj.,
Gravine,
.iij  _C_xix.,
.iij_e_.,
Nicolucho,
Sgoceco,
.iij  _C_xx.,
.ix_e_,
setembre,
mardy,
Nicoluchus,
Assaigni,
Bartholomié,
Poliphant,
traÿtor,
vendirent,
.iij  _C_xxxij.,
decembre,
daigna,
eschangierent,
duchyé,
Duras,
Guays,
Romane,
Escale,
Ch',ce1
Baltelt,Bathilde
roine,reine1
Beneois,bénir
Nostres,notre
voulroit,vouloir
cascuns,chacun
connissanche,connaissance
glorefiés,glorifier
coses,chose
fous,feu1
aempli,aemplir
Baltalt,Bathilde
onnor,honneur
Seigneur,seigneur
Cheste,cist
Sessoingne,Sassoingne
estraite,extraire
lignie,lignée
jonece,jeunesse
mescreans,mécréant
porveanche,pourvoyance
vendue,vendre
Erchenoalx,Erchinoald
chest,cist
mareschaus,maréchal
Franche,France
honnestement,honnêtement
honeste,honnête
conver,conversation
contenanche,contenance
humle,humble
simple,simple
nului,nul
presumptueuse,présomptueux
atemproit,attemprer
engien,engin
visaige,visage
chere,chère
atempree,attemprer
Erchenoalt,Erchinoald
meurs,mœurs
gentilx,gentil1
cascune,chacun
coucheroit,coucher
avenanment,avenamment
bouteilliere,bouteillère
che,ce1
mieus,mieux
compaignes,compagne
ainsnees,aîné
descauchoit,déchausser
terdoit,terdre
soulliers,soulier
pies,pied
recousoit,recoudre
reubes,robe
compaingnes,compagne
looit,louer1
monteplia,moulteplier
renommee,renommée
ke,que
Archenoalt,Erchinoald
Batelt,Bathilde
assamblee,assembler1
mariaige,mariage
virge,vierge
environnee,environner
esprit,esprit
aperceue,apercevoir
saigement,sagement
regarts,regard
siques,que
repust,repondre
angle,ange
couvri,couvrir
malvais,mauvais
drapiaus,drapeau
quidast,cuider
adont,adonc
esquivoit,esquiver
malvaises,mauvais
honnors,honneur
ensivoit,ensuivre
casteé,chasté
vaoit,vouer
jors,jour
esquiver,esquiver
espirituel,espirituel
espous,époux
porveance,pourvoyance
parfin,parfin1
touquie,toucher
roiaus,royal
lignaiges,lignage
Clodoveu,Clovis
Dagoubert,Dagobert
humilités,humilité
essauchie,exhausser
monteploia,moulteplier
obeissoit,obéir
prinches,prince1
norriche,nourrice
moines,moine
chiaus,cil
souvenoit,souvenir1
chou,ce1
soustenoit,soutenir
veves,veuve
orphenins,orphelin
mehaigniés,mehaigner
retenoit,retenir
porfitables,profitable
consaus,conseil
cascun,chacun
enseignoit,enseigner
oeuvres,oeuvre
prieres,prière
seculer,séculier
habit,habit
apercheue,apercevoir
parfaire,parfaire
concheu,concevoir
Genesius,Genès
adesseement,adesséement
chel,cil
aumosnes,aumône
nonnains,nonnain
emsamle,ensemble
pelerinaige,pèlerinage
chele,cil
tormentés,tourmenter
secree,secret
Tres,très
Salemons,Salomon
espeus,époux
aaise,aise
souffraite,souffrète
piecha,piéça
pensiu,pensif
tormenté,tourmenter
descouvrés,découvrir
saichiés,savoir1
chertainnement,certainement
apeticherai,apetisser
ajousterai,ajouter
cose,chose
goie,joie
descouvri,découvrir
proposement,proposement
tendi,tendre2
Biaus,bel1
beneois,bénir
deguerpissiés,déguerpir
otriés,octroyer
parseverance,persévérance
otroiés,octroyer
parfaiche,parfaire
conceu,concevoir
ches,ce2
assamler,assembler1
roiaumes,royaume
gardés,garder
gouvernés,gouverner
resgarderent,regarder
frailleté,freleté1
umainne,humain
douterent,douter
vinrrent,venir
douchement,doucement
coronnast,couronner
meust,mouvoir
desirré,desirrer
sen,son4
retorna,retorner
geuner,jeûner
fix,fils
regna,régner
ainssi,ainsi
pieche,pièce
prosperité,prospérité1
prosperités,prospérité1
durt,durer1
tristreche,tristesse
entremelle,entremêler
Ainssint,ainsi
anchien,ancien
cai,choir
deguerpi,déguerpir
amonnesta,admonester
pramist,promettre
assidueus,assiduel
estableté,estableté
Clodovius,Clovis
aemplir,aemplir
evangille,évangile
Chil,cil
deciples,disciple1
temporel,temporel
promission,promission
sepulchre,sépulcre
devotion,dévotion
servige,service
proece,prouesse
remembra,remembrer
porpensoit,pourpenser
remanrroit,remanoir
illuec,illuec
riroit,rire1
parcontee,parconter
torblés,troubler
cambre,chambre
commencha,commencer
plourer,pleurer
mesaise,mésaise
penssa,penser
raloit,raller
refrener,réfréner
issus,issir
repairier,repairer
oirres,hoir
cuidassent,cuider
malvaistie,mauvaiseté
haus,haut
avenus,advenir
emsamble,ensemble
retornast,retorner
desconfort,desconforter
malices,malice
montepliast,moulteplier
pourcaichassent,pourchasser
enseigniés,enseigner
amonnestés,admonester
visita,visiter
lius,lieu1
saintefiés,saintefier
umanité,humanité
enriki,enrichir
Renommee,renommée
nouvele,nouvelle
keurent,courir
porpenserent,pourpenser
crieroient,crier
merchi,merci
deffenderoient,défendre1
Consaus,conseil
eslurent,élire
emprisent,emprendre1
deale,diable
assamblerent,assembler1
peurent,pouvoir2
garnirent,garnir
cités,cité
castiaus,château
iax,eux
forche,force
assamblé,assembler1
porprisent,pourprendre
quidoient,cuider
roialme,royaume
oies,ouïr
vraies,vrai
nouveles,nouvelle
nommeement,nommément
messaigers,messager
creaules,créable
encarkié,encharger
corechiés,courroucer
conseilleroient,conseiller2
sousmis,soumettre1
disent,dire1
consel,conseil
meist,mettre
defaut,défaillir
esperanche,espérance
